vacancy name,vacancy link,salary,suite_info,city
Python разработчик (Big Data),https://hh.ru/vacancy/37700368?query=Python,нет сведений о заработной плате,"ПАО «МТС»,IT","Москва, Технопарк"
Python/Go Developer + Linux,https://hh.ru/vacancy/38480108?query=Python,нет сведений о заработной плате, Лаборатория Касперского,Москва
Full stack developer (Python / Django / Vue),https://hh.ru/vacancy/37706589?query=Python,"{'minimum': 1500, 'maximum': 'нет сведений', 'currency': 'EUR'}", EXANTE,Москва
Senior Python Developer,https://hh.ru/vacancy/38292441?query=Python,нет сведений о заработной плате, Тинькофф,Москва
Senior Python разработчик,https://hh.ru/vacancy/38824363?query=Python,нет сведений о заработной плате, SUNLIGHT,"Москва, Мякинино и еще 3 "
Программист/Разработчик Python,https://hh.ru/vacancy/38226764?query=Python,"{'minimum': 180000, 'maximum': 300000, 'currency': 'руб.'}", HR Development,Москва
"AI Research Engineer [Computer Vision, Machine Learning, Algorithms]",https://hh.ru/vacancy/38309097?query=Python,нет сведений о заработной плате, Coleman Services,Москва
Python Developer,https://hh.ru/vacancy/38163952?query=Python,нет сведений о заработной плате, Пятёрочка. Офис,Москва
Разработчик Python,https://hh.ru/vacancy/38649420?query=Python,нет сведений о заработной плате, Лига Цифровой Экономики,Москва
Python + Go разработчик (можно удаленно),https://hh.ru/vacancy/38742167?query=Python,"{'minimum': 'нет сведений', 'maximum': 180000, 'currency': 'руб.'}", ivi,"Москва, Дмитровская"
QA automation (Python),https://hh.ru/vacancy/38845801?query=Python,нет сведений о заработной плате, IBS,Москва
Python разработчик,https://hh.ru/vacancy/38303553?query=Python,нет сведений о заработной плате, Mediascope,"Москва, Марьина Роща и еще 1 "
Python Developer,https://hh.ru/vacancy/38673674?query=Python,"{'minimum': 'нет сведений', 'maximum': 200000, 'currency': 'руб.'}", HR Development,Москва
Senior разработчик Python/ Разработчик Python,https://hh.ru/vacancy/38405410?query=Python,нет сведений о заработной плате, Галактика,"Москва, Динамо"
Backend разработчик Python,https://hh.ru/vacancy/38587671?query=Python,"{'minimum': 70000, 'maximum': 120000, 'currency': 'руб.'}",ООО Аналитические программные решения,"Москва, Марьина Роща"
Программист Python,https://hh.ru/vacancy/37045645?query=Python,"{'minimum': 'нет сведений', 'maximum': 120000, 'currency': 'руб.'}", Staff-UP Consulting Group,Москва
Специалист по автотестированию (Python),https://hh.ru/vacancy/38825498?query=Python,нет сведений о заработной плате, WILDBERRIES,Москва
Преподаватель Python для Data Science,https://hh.ru/vacancy/38812141?query=Python,нет сведений о заработной плате, Skillbox,Москва
Senior Python разработчик,https://hh.ru/vacancy/38249504?query=Python,нет сведений о заработной плате, QIWI,"Москва, Чертановская"
Python разработчик (backend),https://hh.ru/vacancy/38109909?query=Python,нет сведений о заработной плате, ФГУП НПП Гамма,"Москва, Калужская"
QA automation (Python),https://hh.ru/vacancy/38802590?query=Python,нет сведений о заработной плате, IBS,Москва
QA/Автотестировщик (Python или C++),https://hh.ru/vacancy/38243204?query=Python,нет сведений о заработной плате, Лаборатория Касперского,Москва
Python-разработчик аналитической системы,https://hh.ru/vacancy/37600781?query=Python,нет сведений о заработной плате, Яндекс,Москва
Python-разработчик,https://hh.ru/vacancy/38724604?query=Python,нет сведений о заработной плате, Московский филиал АО ЦентрИнформ,Москва
Программист MQL4/5 + Python,https://hh.ru/vacancy/38536187?query=Python,"{'minimum': 68000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ООО Лаборатория Мерседес,Москва
Backend-разработчик на Python/Golang,https://hh.ru/vacancy/38495116?query=Python,"{'minimum': 120000, 'maximum': 180000, 'currency': 'руб.'}", KALABI,"Москва, Красные ворота и еще 3 "
Big Data (Hadoop/scala/java/python) разработчик,https://hh.ru/vacancy/38720631?query=Python,"{'minimum': 'нет сведений', 'maximum': 162400, 'currency': 'руб.'}", Сбербанк для экспертов,"Москва, Кутузовская"
Инженер-программист Python (data science),https://hh.ru/vacancy/38711634?query=Python,нет сведений о заработной плате," Программный Продукт, ИТ-компания",Москва
Программист Python,https://hh.ru/vacancy/38546380?query=Python,нет сведений о заработной плате, Inline Telecom Solutions,"Москва, Марьина Роща"
Python разработчик,https://hh.ru/vacancy/37985565?query=Python,нет сведений о заработной плате,ООО БОСТОНДЖИН,"Москва, Павелецкая"
Python developer,https://hh.ru/vacancy/38585249?query=Python,нет сведений о заработной плате,ООО Акронис-Инфозащита,"Москва, Алтуфьево"
"Стажёр (по анализу данных, data science)",https://hh.ru/vacancy/36154902?query=Python,нет сведений о заработной плате,ООО САС Институт,Москва
Разработчик Python,https://hh.ru/vacancy/38585601?query=Python,нет сведений о заработной плате,ООО ВБЦ,Москва
Разработчик Python,https://hh.ru/vacancy/38495469?query=Python,нет сведений о заработной плате,ООО Метр365,"Москва, Маяковская"
Python (Django) backend-разработчик,https://hh.ru/vacancy/38534729?query=Python,"{'minimum': 100000, 'maximum': 120000, 'currency': 'руб.'}",ИП Форафонтов Владислав Юрьевич,Москва
Системный программист Python/Rust,https://hh.ru/vacancy/38741822?query=Python,нет сведений о заработной плате, Group-IB,Москва
Python Developer SberDevices,https://hh.ru/vacancy/38576137?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 "
"Python Разработчик (C++, C#)",https://hh.ru/vacancy/38547758?query=Python,"{'minimum': 'нет сведений', 'maximum': 200000, 'currency': 'руб.'}", HR Development,Москва
Разработчик Python,https://hh.ru/vacancy/38564115?query=Python,нет сведений о заработной плате,ООО SailPlay,Москва
Data Engineer (Data Science),https://hh.ru/vacancy/38541791?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
